10,117
10.02,115
10.04,93
10.06,103
10.08,103
10.1,111
10.12,98
10.14,125
10.16,114
10.18,142
10.2,101
10.22,115
10.24,114
10.26,103
10.28,112
10.3,101
10.32,97
10.34,94
10.36,112
10.38,100
10.4,110
10.42,107
10.44,127
10.46,140
10.48,102
10.5,121
10.52,119
10.54,118
10.56,104
10.58,114
10.6,95
10.62,111
10.64,119
10.66,108
10.68,109
10.7,121
10.72,100
10.74,118
10.76,110
10.78,121
10.8,131
10.82,120
10.84,114
10.86,103
10.88,101
10.9,122
10.92,126
10.94,107
10.96,108
10.98,118
11,112
11.02,118
11.04,123
11.06,116
11.08,103
11.1,132
11.12,93
11.14,114
11.16,99
11.18,87
11.2,118
11.22,132
11.24,109
11.26,106
11.28,116
11.3,99
11.32,110
11.34,129
11.36,105
11.38,119
11.4,123
11.42,112
11.44,110
11.46,131
11.48,96
11.5,98
11.52,88
11.54,99
11.56,94
11.58,113
11.6,121
11.62,109
11.64,121
11.66,117
11.68,109
11.7,108
11.72,108
11.74,113
11.76,114
11.78,124
11.8,122
11.82,111
11.84,126
11.86,116
11.88,108
11.9,108
11.92,111
11.94,96
11.96,119
11.98,120
12,105
12.02,104
12.04,104
12.06,109
12.08,107
12.1,116
12.12,127
12.14,109
12.16,97
12.18,112
12.2,113
12.22,119
12.24,121
12.26,120
12.28,98
12.3,113
12.32,127
12.34,91
12.36,110
12.38,107
12.4,118
12.42,112
12.44,111
12.46,124
12.48,116
12.5,119
12.52,99
12.54,97
12.56,108
12.58,106
12.6,107
12.62,107
12.64,129
12.66,104
12.68,119
12.7,113
12.72,118
12.74,114
12.76,102
12.78,93
12.8,101
12.82,91
12.84,98
12.86,101
12.88,123
12.9,114
12.92,94
12.94,109
12.96,103
12.98,116
13,104
13.02,98
13.04,100
13.06,133
13.08,98
13.1,133
13.12,99
13.14,112
13.16,108
13.18,117
13.2,128
13.22,114
13.24,107
13.26,143
13.28,105
13.3,115
13.32,128
13.34,128
13.36,108
13.38,114
13.4,100
13.42,113
13.44,121
13.46,114
13.48,111
13.5,138
13.52,110
13.54,115
13.56,114
13.58,95
13.6,122
13.62,114
13.64,117
13.66,115
13.68,101
13.7,120
13.72,119
13.74,99
13.76,101
13.78,117
13.8,135
13.82,134
13.84,139
13.86,109
13.88,108
13.9,131
13.92,124
13.94,119
13.96,128
13.98,126
14,93
14.02,120
14.04,124
14.06,129
14.08,119
14.1,118
14.12,133
14.14,142
14.16,120
14.18,127
14.2,131
14.22,108
14.24,141
14.26,124
14.28,120
14.3,102
14.32,127
14.34,137
14.36,131
14.38,135
14.4,129
14.42,120
14.44,115
14.46,129
14.48,109
14.5,107
14.52,131
14.54,141
14.56,108
14.58,130
14.6,143
14.62,121
14.64,127
14.66,108
14.68,121
14.7,133
14.72,120
14.74,126
14.76,114
14.78,127
14.8,122
14.82,126
14.84,122
14.86,120
14.88,122
14.9,110
14.92,119
14.94,134
14.96,130
14.98,138
15,116
15.02,122
15.04,116
15.06,137
15.08,127
15.1,132
15.12,132
15.14,153
15.16,157
15.18,136
15.2,125
15.22,152
15.24,125
15.26,137
15.28,121
15.3,112
15.32,129
15.34,115
15.36,120
15.38,138
15.4,136
15.42,115
15.44,130
15.46,158
15.48,134
15.5,135
15.52,137
15.54,137
15.56,120
15.58,144
15.6,146
15.62,135
15.64,122
15.66,128
15.68,140
15.7,139
15.72,155
15.74,134
15.76,138
15.78,121
15.8,141
15.82,139
15.84,136
15.86,148
15.88,127
15.9,140
15.92,143
15.94,133
15.96,141
15.98,126
16,150
16.02,136
16.04,155
16.06,130
16.08,128
16.1,148
16.12,149
16.14,154
16.16,133
16.18,152
16.2,136
16.22,130
16.24,150
16.26,153
16.28,118
16.3,131
16.32,151
16.34,117
16.36,140
16.38,159
16.4,154
16.42,141
16.44,164
16.46,151
16.48,135
16.5,146
16.52,148
16.54,110
16.56,133
16.58,150
16.6,127
16.62,140
16.64,151
16.66,116
16.68,153
16.7,131
16.72,122
16.74,173
16.76,164
16.78,131
16.8,146
16.82,142
16.84,159
16.86,161
16.88,138
16.9,146
16.92,168
16.94,152
16.96,134
16.98,150
17,160
17.02,136
17.04,145
17.06,152
17.08,151
17.1,138
17.12,124
17.14,157
17.16,156
17.18,137
17.2,157
17.22,147
17.24,133
17.26,154
17.28,171
17.3,135
17.32,139
17.34,159
17.36,165
17.38,139
17.4,149
17.42,123
17.44,161
17.46,132
17.48,162
17.5,136
17.52,156
17.54,138
17.56,157
17.58,154
17.6,141
17.62,137
17.64,141
17.66,144
17.68,156
17.7,140
17.72,148
17.74,134
17.76,137
17.78,163
17.8,144
17.82,144
17.84,141
17.86,175
17.88,163
17.9,155
17.92,130
17.94,151
17.96,136
17.98,150
18,156
18.02,142
18.04,160
18.06,163
18.08,144
18.1,145
18.12,128
18.14,141
18.16,160
18.18,146
18.2,139
18.22,137
18.24,150
18.26,150
18.28,145
18.3,137
18.32,152
18.34,133
18.36,164
18.38,150
18.4,139
18.42,164
18.44,158
18.46,143
18.48,146
18.5,151
18.52,144
18.54,137
18.56,136
18.58,142
18.6,156
18.62,145
18.64,126
18.66,132
18.68,138
18.7,134
18.72,149
18.74,156
18.76,153
18.78,140
18.8,141
18.82,148
18.84,141
18.86,147
18.88,134
18.9,130
18.92,140
18.94,155
18.96,136
18.98,136
19,140
19.02,132
19.04,137
19.06,136
19.08,158
19.1,142
19.12,134
19.14,138
19.16,150
19.18,139
19.2,143
19.22,124
19.24,133
19.26,149
19.28,124
19.3,155
19.32,139
19.34,145
19.36,131
19.38,134
19.4,148
19.42,124
19.44,129
19.46,142
19.48,128
19.5,153
19.52,138
19.54,130
19.56,142
19.58,145
19.6,132
19.62,124
19.64,142
19.66,134
19.68,132
19.7,133
19.72,137
19.74,142
19.76,123
19.78,125
19.8,155
19.82,154
19.84,127
19.86,139
19.88,150
19.9,137
19.92,154
19.94,142
19.96,143
19.98,157
20,133
20.02,127
20.04,122
20.06,121
20.08,132
20.1,134
20.12,129
20.14,165
20.16,142
20.18,108
20.2,143
20.22,124
20.24,127
20.26,129
20.28,154
20.3,130
20.32,143
20.34,128
20.36,126
20.38,159
20.4,148
20.42,130
20.44,146
20.46,133
20.48,122
20.5,132
20.52,161
20.54,156
20.56,147
20.58,125
20.6,135
20.62,120
20.64,99
20.66,132
20.68,126
20.7,125
20.72,143
20.74,126
20.76,152
20.78,127
20.8,131
20.82,129
20.84,126
20.86,128
20.88,148
20.9,135
20.92,114
20.94,151
20.96,132
20.98,128
21,138
21.02,135
21.04,132
21.06,121
21.08,128
21.1,125
21.12,123
21.14,111
21.16,135
21.18,98
21.2,131
21.22,147
21.24,141
21.26,117
21.28,128
21.3,115
21.32,129
21.34,131
21.36,127
21.38,130
21.4,154
21.42,134
21.44,128
21.46,133
21.48,147
21.5,153
21.52,139
21.54,116
21.56,144
21.58,141
21.6,137
21.62,127
21.64,143
21.66,151
21.68,141
21.7,136
21.72,127
21.74,140
21.76,127
21.78,125
21.8,133
21.82,121
21.84,114
21.86,136
21.88,132
21.9,119
21.92,134
21.94,125
21.96,142
21.98,139
22,126
22.02,136
22.04,117
22.06,110
22.08,126
22.1,124
22.12,126
22.14,132
22.16,121
22.18,120
22.2,112
22.22,113
22.24,110
22.26,117
22.28,101
22.3,128
22.32,94
22.34,125
22.36,134
22.38,100
22.4,122
22.42,105
22.44,114
22.46,92
22.48,111
22.5,123
22.52,114
22.54,111
22.56,118
22.58,116
22.6,103
22.62,111
22.64,138
22.66,122
22.68,120
22.7,123
22.72,132
22.74,131
22.76,108
22.78,125
22.8,165
22.82,152
22.84,185
22.86,421
22.88,5852
22.9,34312
22.92,34195
22.94,35389
22.96,24443
22.98,1996
23,1064
23.02,794
23.04,652
23.06,567
23.08,492
23.1,412
23.12,384
23.14,342
23.16,355
23.18,355
23.2,347
23.22,337
23.24,326
23.26,338
23.28,353
23.3,319
23.32,367
23.34,376
23.36,323
23.38,338
23.4,348
23.42,370
23.44,347
23.46,346
23.48,320
23.5,366
23.52,358
23.54,371
23.56,375
23.58,373
23.6,358
23.62,381
23.64,325
23.66,380
23.68,394
23.7,343
23.72,373
23.74,376
23.76,353
23.78,384
23.8,333
23.82,378
23.84,326
23.86,346
23.88,352
23.9,361
23.92,330
23.94,361
23.96,334
23.98,310
24,335
24.02,306
24.04,272
24.06,290
24.08,316
24.1,307
24.12,276
24.14,307
24.16,264
24.18,302
24.2,279
24.22,303
24.24,266
24.26,275
24.28,260
24.3,244
24.32,252
24.34,249
24.36,241
24.38,242
24.4,221
24.42,224
24.44,205
24.46,191
24.48,200
24.5,209
24.52,196
24.54,194
24.56,186
24.58,184
24.6,195
24.62,181
24.64,166
24.66,164
24.68,151
24.7,153
24.72,162
24.74,142
24.76,128
24.78,113
24.8,134
24.82,159
24.84,141
24.86,127
24.88,147
24.9,117
24.92,121
24.94,120
24.96,108
24.98,113
25,100
25.02,127
25.04,101
25.06,103
25.08,104
25.1,104
25.12,85
25.14,109
25.16,97
25.18,100
25.2,98
25.22,81
25.24,107
25.26,87
25.28,103
25.3,93
25.32,95
25.34,98
25.36,91
25.38,88
25.4,97
25.42,109
25.44,106
25.46,106
25.48,99
25.5,116
25.52,92
25.54,107
25.56,108
25.58,86
25.6,110
25.62,99
25.64,88
25.66,97
25.68,102
25.7,90
25.72,90
25.74,106
25.76,85
25.78,99
25.8,79
25.82,88
25.84,100
25.86,99
25.88,105
25.9,119
25.92,82
25.94,90
25.96,100
25.98,95
26,105
26.02,99
26.04,89
26.06,93
26.08,95
26.1,83
26.12,104
26.14,100
26.16,82
26.18,97
26.2,93
26.22,95
26.24,77
26.26,85
26.28,79
26.3,90
26.32,77
26.34,80
26.36,88
26.38,89
26.4,96
26.42,96
26.44,71
26.46,96
26.48,80
26.5,73
26.52,76
26.54,92
26.56,76
26.58,88
26.6,90
26.62,88
26.64,97
26.66,91
26.68,97
26.7,70
26.72,85
26.74,89
26.76,67
26.78,86
26.8,58
26.82,87
26.84,92
26.86,73
26.88,81
26.9,71
26.92,72
26.94,76
26.96,76
26.98,89
27,87
27.02,82
27.04,70
27.06,71
27.08,87
27.1,81
27.12,85
27.14,86
27.16,80
27.18,76
27.2,76
27.22,72
27.24,86
27.26,69
27.28,68
27.3,81
27.32,66
27.34,88
27.36,82
27.38,82
27.4,87
27.42,68
27.44,74
27.46,79
27.48,80
27.5,81
27.52,76
27.54,85
27.56,72
27.58,86
27.6,63
27.62,70
27.64,65
27.66,65
27.68,72
27.7,75
27.72,69
27.74,65
27.76,61
27.78,59
27.8,77
27.82,61
27.84,81
27.86,72
27.88,72
27.9,80
27.92,72
27.94,78
27.96,63
27.98,74
28,70
28.02,71
28.04,74
28.06,75
28.08,65
28.1,79
28.12,56
28.14,57
28.16,60
28.18,73
28.2,71
28.22,77
28.24,68
28.26,62
28.28,62
28.3,80
28.32,79
28.34,70
28.36,59
28.38,69
28.4,63
28.42,70
28.44,64
28.46,74
28.48,68
28.5,71
28.52,69
28.54,80
28.56,65
28.58,81
28.6,64
28.62,70
28.64,61
28.66,63
28.68,60
28.7,67
28.72,80
28.74,64
28.76,68
28.78,73
28.8,72
28.82,81
28.84,51
28.86,71
28.88,85
28.9,67
28.92,60
28.94,60
28.96,78
28.98,77
29,80
29.02,72
29.04,55
29.06,68
29.08,71
29.1,42
29.12,62
29.14,78
29.16,65
29.18,69
29.2,57
29.22,74
29.24,59
29.26,71
29.28,59
29.3,61
29.32,79
29.34,55
29.36,68
29.38,72
29.4,52
29.42,72
29.44,66
29.46,58
29.48,68
29.5,69
29.52,74
29.54,67
29.56,55
29.58,65
29.6,59
29.62,74
29.64,55
29.66,80
29.68,68
29.7,68
29.72,74
29.74,57
29.76,43
29.78,62
29.8,74
29.82,54
29.84,65
29.86,59
29.88,52
29.9,69
29.92,67
29.94,59
29.96,60
29.98,58
30,60
30.02,73
30.04,65
30.06,54
30.08,70
30.1,61
30.12,63
30.14,68
30.16,63
30.18,68
30.2,59
30.22,73
30.24,63
30.26,67
30.28,56
30.3,61
30.32,61
30.34,50
30.36,48
30.38,54
30.4,71
30.42,61
30.44,82
30.46,73
30.48,56
30.5,72
30.52,60
30.54,62
30.56,73
30.58,64
30.6,51
30.62,66
30.64,58
30.66,51
30.68,76
30.7,76
30.72,50
30.74,56
30.76,52
30.78,71
30.8,66
30.82,50
30.84,62
30.86,57
30.88,55
30.9,65
30.92,61
30.94,52
30.96,63
30.98,66
31,55
31.02,59
31.04,52
31.06,55
31.08,60
31.1,66
31.12,58
31.14,58
31.16,59
31.18,65
31.2,61
31.22,65
31.24,64
31.26,78
31.28,61
31.3,66
31.32,59
31.34,55
31.36,51
31.38,51
31.4,60
31.42,59
31.44,65
31.46,57
31.48,61
31.5,61
31.52,61
31.54,45
31.56,51
31.58,78
31.6,63
31.62,68
31.64,41
31.66,53
31.68,58
31.7,75
31.72,54
31.74,62
31.76,44
31.78,53
31.8,44
31.82,67
31.84,61
31.86,64
31.88,43
31.9,55
31.92,51
31.94,62
31.96,50
31.98,65
32,52
32.02,44
32.04,41
32.06,58
32.08,51
32.1,50
32.12,53
32.14,64
32.16,53
32.18,63
32.2,56
32.22,50
32.24,45
32.26,53
32.28,46
32.3,48
32.32,57
32.34,68
32.36,62
32.38,60
32.4,41
32.42,58
32.44,53
32.46,56
32.48,44
32.5,75
32.52,59
32.54,64
32.56,50
32.58,46
32.6,56
32.62,53
32.64,54
32.66,62
32.68,60
32.7,58
32.72,65
32.74,57
32.76,57
32.78,48
32.8,53
32.82,56
32.84,61
32.86,50
32.88,59
32.9,53
32.92,51
32.94,57
32.96,56
32.98,56
33,45
33.02,56
33.04,57
33.06,49
33.08,54
33.1,59
33.12,53
33.14,43
33.16,58
33.18,49
33.2,65
33.22,55
33.24,48
33.26,55
33.28,48
33.3,56
33.32,57
33.34,65
33.36,52
33.38,63
33.4,60
33.42,53
33.44,57
33.46,50
33.48,52
33.5,51
33.52,49
33.54,54
33.56,58
33.58,45
33.6,53
33.62,39
33.64,48
33.66,60
33.68,50
33.7,50
33.72,62
33.74,51
33.76,50
33.78,51
33.8,50
33.82,45
33.84,49
33.86,51
33.88,46
33.9,43
33.92,59
33.94,54
33.96,46
33.98,45
34,41
34.02,55
34.04,52
34.06,42
34.08,54
34.1,42
34.12,51
34.14,37
34.16,48
34.18,55
34.2,49
34.22,46
34.24,63
34.26,52
34.28,51
34.3,59
34.32,43
34.34,54
34.36,49
34.38,49
34.4,44
34.42,34
34.44,47
34.46,45
34.48,50
34.5,52
34.52,53
34.54,63
34.56,51
34.58,47
34.6,67
34.62,51
34.64,30
34.66,57
34.68,49
34.7,55
34.72,33
34.74,43
34.76,51
34.78,50
34.8,39
34.82,64
34.84,45
34.86,54
34.88,47
34.9,40
34.92,54
34.94,45
34.96,28
34.98,47
35,50
35.02,57
35.04,56
35.06,53
35.08,56
35.1,46
35.12,39
35.14,44
35.16,42
35.18,53
35.2,48
35.22,57
35.24,42
35.26,52
35.28,49
35.3,40
35.32,40
35.34,50
35.36,44
35.38,47
35.4,46
35.42,46
35.44,55
